Institution Name,Main Office,Branch Name,Branch Number,Established Date,Acquired Date,Street Address,City,County,State,Zipcode
JPMorgan Chase Bank,0,State Street Branch,4529,1/1/1919,9/25/2008,1302 State Street,Santa Barbara,Santa Barbara,CA,93101
JPMorgan Chase Bank,0,Taft Branch,4530,1/1/1919,9/25/2008,329 Kern Street,Taft,Kern,CA,93268
JPMorgan Chase Bank,0,Glendale Ave Branch,4531,1/1/1919,9/25/2008,500 N Glendale Ave,Glendale,Los Angeles,CA,91206
JPMorgan Chase Bank,0,Long Beach Plaza Branch,4532,1/1/1919,9/25/2008,6300 E Spring Street,Long Beach,Los Angeles,CA,90815
JPMorgan Chase Bank,0,Palm Springs Branch,4533,1/1/1919,9/25/2008,499 S Palm Canyon Dr,Palm Springs,Riverside,CA,92262
JPMorgan Chase Bank,0,Mission Valley Branch,4534,1/1/1919,9/25/2008,5111 Mission Center Rd.,San Diego,San Diego,CA,92108
JPMorgan Chase Bank,0,Belmont Shore Branch,4535,1/1/1919,9/25/2008,5200 East Second St,Long Beach,Los Angeles,CA,90803
JPMorgan Chase Bank,0,North Hollywood Branch,4536,1/1/1919,9/25/2008,6400 Laurel Canyon Blvd,North Hollywood,Los Angeles,CA,91606
JPMorgan Chase Bank,0,Malibu Branch,4537,1/1/1919,9/25/2008,29211 Heathercliff Road,Malibu,Los Angeles,CA,90265
JPMorgan Chase Bank,0,California Street Branch,4538,1/1/1919,9/25/2008,401 California Street,San Francisco,San Francisco,CA,94104
JPMorgan Chase Bank,0,Pacific View Mall Branch,4539,1/1/1919,9/25/2008,3498 Telegraph Road Branch,Ventura,Ventura,CA,93003
JPMorgan Chase Bank,0,Clairemont Branch,4540,1/1/1919,9/25/2008,5825 Balboa Ave.,San Diego,San Diego,CA,92111
JPMorgan Chase Bank,0,Pacific Ave and Benjamin Holt Ave Branch,4541,1/1/1919,9/25/2008,6623 Pacific Ave,Stockton,Modoc,CA,95207
JPMorgan Chase Bank,0,Los Osos Branch,4542,1/1/1919,9/25/2008,1045 Los Osos Valley Road,Los Osos,San Luis Obispo,CA,93402
JPMorgan Chase Bank,0,Fashion Park Branch,4543,1/1/1919,9/25/2008,700 West Huntington Drive,Arcadia,Los Angeles,CA,91007
JPMorgan Chase Bank,0,Midway Drive Branch,4544,1/1/1919,9/25/2008,3609 Midway Avenue,San Diego,San Diego,CA,92110
JPMorgan Chase Bank,0,San Rafael Branch,4545,1/1/1919,9/25/2008,300 Las Gallinas Road,San Rafael,Marin,CA,94903
JPMorgan Chase Bank,0,West Manchester Avenue Branch,4546,1/1/1919,9/25/2008,1027 West Manchester Avenue,Los Angeles,Los Angeles,CA,90044
JPMorgan Chase Bank,0,Diamond Bar Branch,4547,1/1/1919,9/25/2008,1100 S Diamond Bar Blvd,Diamond Bar,Los Angeles,CA,91765
JPMorgan Chase Bank,0,Gellert Blvd Branch,4548,1/1/1919,9/25/2008,326 Gellert Blvd,Daly City,San Mateo,CA,94015
JPMorgan Chase Bank,0,Hemet Plaza Branch,4549,1/1/1919,9/25/2008,1800 East Florida Avenue,Hemet,Riverside,CA,92544
JPMorgan Chase Bank,0,Mchenry Avenue Branch,4550,1/1/1919,9/25/2008,2609 Mchenry Avenue,Modesto,Stanislaus,CA,95350
JPMorgan Chase Bank,0,Riverside Ave Branch,4551,1/1/1919,9/25/2008,6245 Riverside Avenue,Riverside,Riverside,CA,92506
JPMorgan Chase Bank,0,Ming Ave Branch,4552,1/1/1919,9/25/2008,3901 Ming Ave,Bakersfield,Kern,CA,93309
JPMorgan Chase Bank,0,Paseo Padre Branch,4554,1/1/1919,9/25/2008,39395 Paseo Padre Pkwy,Fremont,Alameda,CA,94538
JPMorgan Chase Bank,0,Century City Branch,4555,1/1/1919,9/25/2008,1925 Century Park East,Los Angeles,Los Angeles,CA,90067
JPMorgan Chase Bank,0,East Thousand Oaks Blvd Branch,4556,1/1/1919,9/25/2008,3960 E Thousandoaks Blvd,Westlake Village,Ventura,CA,91362
JPMorgan Chase Bank,0,Brea Branch,4557,1/1/1919,9/25/2008,270 S State College Blvd,Brea,Orange,CA,92821
JPMorgan Chase Bank,0,Bayfair Branch,4558,1/1/1919,9/25/2008,1320 Fairmont Dr,San Leandro,Alameda,CA,94578
JPMorgan Chase Bank,0,Ygnacio Valley Branch,4559,1/1/1919,9/25/2008,5430 Ygnacio Valley Rd,Concord,Contra Costa,CA,94521
JPMorgan Chase Bank,0,Mcbean Parkway Branch,4561,1/1/1919,9/25/2008,25882 Mcbean Parkway,Valencia,Los Angeles,CA,91355
JPMorgan Chase Bank,0,Solana Beach Branch,4562,1/1/1919,9/25/2008,607 Lomas Santa Fe,Solana Beach,San Diego,CA,92075
JPMorgan Chase Bank,0,Arizona Ave and 4th Street Branch,4563,1/1/1919,9/25/2008,1333 4th Street,Santa Monica,Los Angeles,CA,90401
JPMorgan Chase Bank,0,Mission Viejo Branch,4564,1/1/1919,9/25/2008,27752 Vista Del Lago,Mission Viejo,Orange,CA,92692
JPMorgan Chase Bank,0,Westwood Village Branch,4565,1/1/1919,9/25/2008,10901 Wilshire Blvd,Los Angeles,Los Angeles,CA,90024
JPMorgan Chase Bank,0,Delta Fair Blvd Branch,4567,1/1/1919,9/25/2008,3206 Delta Fair Blvd,Antioch,Contra Costa,CA,94509
JPMorgan Chase Bank,0,Concord Downtown Branch,4568,1/1/1919,9/25/2008,2097 Salvio Street,Concord,Contra Costa,CA,94520
JPMorgan Chase Bank,0,Walnut Ave Branch,4569,1/1/1919,9/25/2008,5392 Walnut Ave,Irvine,Orange,CA,92604
JPMorgan Chase Bank,0,Santa Cruz Ave Branch,4570,1/1/1919,9/25/2008,650 Santa Cruz Ave,Menlo Park,San Mateo,CA,94025
JPMorgan Chase Bank,0,De Anza Blvd Branch,4571,1/1/1919,9/25/2008,10250 S De Anza Blvd,Cupertino,Santa Clara,CA,95014
JPMorgan Chase Bank,0,Los Altos Branch,4572,1/1/1919,9/25/2008,199 Main Street,Los Altos,Santa Clara,CA,94022
JPMorgan Chase Bank,0,Main Street Salinas Branch,4573,1/1/1919,9/25/2008,425 Main Street,Salinas,Monterey,CA,93901
JPMorgan Chase Bank,0,Saratoga Ave Branch,4574,1/1/1919,9/25/2008,1725 Saratoga Ave,San Jose,Santa Clara,CA,95129
JPMorgan Chase Bank,0,Watsonville Branch,4575,1/1/1919,9/25/2008,630 Main St,Watsonville,Santa Cruz,CA,95076
JPMorgan Chase Bank,0,Dublin Blvd Branch,4576,1/1/1919,9/25/2008,"7600 Dublin Blvd, Suite 101",Dublin,Alameda,CA,94568
JPMorgan Chase Bank,0,Castro Valley Branch,4577,1/1/1919,9/25/2008,3449 Castro Valley Blvd,Castro Valley,Alameda,CA,94546
JPMorgan Chase Bank,0,Mountain Blvd Branch,4578,1/1/1919,9/25/2008,2051 Mountain Blvd,Oakland,Alameda,CA,94611
JPMorgan Chase Bank,0,Morgan Hill Branch,4579,1/1/1919,9/25/2008,17599 Monterey St,Morgan Hill,Santa Clara,CA,95037
JPMorgan Chase Bank,0,Burlingame Chapin Branch,4580,1/1/1919,9/25/2008,1430 Chapin Ave,Burlingame,San Mateo,CA,94010
JPMorgan Chase Bank,0,Vintage Way Branch,4582,1/1/1919,9/25/2008,251 Vintage Way,Novato,Marin,CA,94945
JPMorgan Chase Bank,0,Country Club Gate Center Branch,4583,1/1/1919,9/25/2008,170 Country Club Gate Center,Pacific Grove,Monterey,CA,93950
JPMorgan Chase Bank,0,Middlefield Road Branch,4584,1/1/1919,9/25/2008,2846 Middlefield Road,Palo Alto,Santa Clara,CA,94306
JPMorgan Chase Bank,0,Petaluma Branch,4585,1/1/1919,9/25/2008,101 Western Ave,Petaluma,Sonoma,CA,94952
JPMorgan Chase Bank,0,East Alisal Branch,4586,1/1/1919,9/25/2008,800 E Alisal St,Salinas,Monterey,CA,93905
JPMorgan Chase Bank,0,Corte Madera Branch,4587,1/1/1919,9/25/2008,437 Corte Madera Town Center,Corte Madera,Marin,CA,94925
JPMorgan Chase Bank,0,Hollister Branch,4588,1/1/1919,9/25/2008,494 Tres Pinos Road,Hollister,San Benito,CA,95023
JPMorgan Chase Bank,0,Harden Plaza Branch,4589,1/1/1919,9/25/2008,1590 North Main St,Salinas,Monterey,CA,93906
JPMorgan Chase Bank,0,Carmel Rancho Branch,4590,1/1/1919,9/25/2008,26378 Carmel Rancho Blvd.,Carmel,Monterey,CA,93923
JPMorgan Chase Bank,0,Danville Branch,4591,1/1/1919,9/25/2008,661 San Ramon Vly Blvd.,Danville,Contra Costa,CA,94526
JPMorgan Chase Bank,0,El Camino Real and Walnut Branch,4592,1/1/1919,9/25/2008,502 El Camino Real,Greenfield,Monterey,CA,93927
JPMorgan Chase Bank,0,King City Branch,4593,1/1/1919,9/25/2008,509 Broadway,King City,Monterey,CA,93930
JPMorgan Chase Bank,0,Montgomery Village Branch,4594,1/1/1919,9/25/2008,2300 Sonoma Ave,Santa Rosa,Sonoma,CA,95405
JPMorgan Chase Bank,0,Pleasant Hill Branch,4595,1/1/1919,9/25/2008,1898 Contra Costa Blvd,Pleasant Hill,Contra Costa,CA,94523
JPMorgan Chase Bank,0,Rohnert Park Branch,4596,1/1/1919,9/25/2008,201 Rohnert Park Expressway E,Rohnert Park,Sonoma,CA,94928
JPMorgan Chase Bank,0,Arroyo Grande Branch,4597,1/1/1919,9/25/2008,1242 Grand Ave,Arroyo Grande,San Luis Obispo,CA,93420
JPMorgan Chase Bank,0,Carmichael Branch,4598,1/1/1919,9/25/2008,"6908 Fair Oaks Boulevard, Suite 3",Carmichael,Sacramento,CA,95608
JPMorgan Chase Bank,0,Fourth and Hope Branch,4599,1/1/1919,9/25/2008,400 South Hope St,Los Angeles,Los Angeles,CA,90071
JPMorgan Chase Bank,0,Palm Desert Branch,4600,1/1/1919,9/25/2008,72705 Hwy 111,Palm Desert,Riverside,CA,92260
JPMorgan Chase Bank,0,Canyon Country Branch,4601,1/1/1919,9/25/2008,16520 West Soledad Canyon Rd,Canyon Country,Los Angeles,CA,91387
JPMorgan Chase Bank,0,Chico Broadway Branch,4602,1/1/1919,9/25/2008,200 Broadway Street,Chico,Butte,CA,95928
JPMorgan Chase Bank,0,Clovis Branch,4603,1/1/1919,9/25/2008,"1810 Shaw Avenue, Suite 101",Clovis,Fresno,CA,93611
JPMorgan Chase Bank,0,Culver City Branch,4604,6/30/1982,9/25/2008,9801 Washington Blvd,Culver City,Los Angeles,CA,90232
JPMorgan Chase Bank,0,Desert Hot Springs Branch,4605,1/1/1919,9/25/2008,Palm Dr and 2 Bunch Palms Tr,Desert Hot Springs,Riverside,CA,92240
JPMorgan Chase Bank,0,Sepulveda and Mariposa Branch,4606,1/1/1919,9/25/2008,550 North Sepulveda Blvd,El Segundo,Los Angeles,CA,90245
JPMorgan Chase Bank,0,First St Branch,4607,1/1/1919,9/25/2008,7160 North First St,Fresno,Fresno,CA,93720
JPMorgan Chase Bank,0,Shaw Branch,4608,1/1/1919,9/25/2008,1380 West Shaw Ave,Fresno,Fresno,CA,93711
JPMorgan Chase Bank,0,North Blackstone Branch,4609,1/1/1919,9/25/2008,3681 North Blackstone Ave,Fresno,Fresno,CA,93726
JPMorgan Chase Bank,0,Hacienda Heights Branch,4610,1/1/1919,9/25/2008,17160-D Colima Road,Hacienda Heights,Los Angeles,CA,91745
JPMorgan Chase Bank,0,South Torrance Financial Ctr Branch,4611,1/1/1919,9/25/2008,2750 #b Pacific Coast Highway,Torrance,Los Angeles,CA,90505
JPMorgan Chase Bank,0,Bixby Knolls Branch,4612,1/1/1919,9/25/2008,3901 Atlantic Ave,Long Beach,Los Angeles,CA,90807
JPMorgan Chase Bank,0,East Los Angeles Branch,4613,1/1/1919,9/25/2008,5301 Whittier Blvd,Los Angeles,Los Angeles,CA,90022
JPMorgan Chase Bank,0,Marysville East St Branch,4614,1/1/1919,9/25/2008,726 E Street,Marysville,Yuba,CA,95901
JPMorgan Chase Bank,0,National City Branch,4615,1/1/1919,9/25/2008,1130 Plaza Blvd Ste 102,National City,San Diego,CA,91950
JPMorgan Chase Bank,0,Mission Ave Branch,4616,1/1/1919,9/25/2008,3748 Mission Ave,Oceanside,San Diego,CA,92058
JPMorgan Chase Bank,0,Paramount Branch,4617,1/1/1919,9/25/2008,15359 Paramount Blvd,Paramount,Los Angeles,CA,90723
JPMorgan Chase Bank,0,Rancho Cucamonga Branch,4618,1/1/1919,9/25/2008,8730 19th St.,Rancho Cucamonga,San Bernardino,CA,91701
JPMorgan Chase Bank,0,Reedley Branch,4619,1/1/1919,9/25/2008,1000 G Street,Reedley,Fresno,CA,93654
JPMorgan Chase Bank,0,Plaza D Street Branch,4620,1/1/1929,9/25/2008,330 North D Street,San Bernardino,San Bernardino,CA,92401
JPMorgan Chase Bank,0,North Park Branch,4621,1/1/1919,9/25/2008,3921 30th Street,San Diego,San Diego,CA,92104
JPMorgan Chase Bank,0,Ocean Beach Branch,4622,1/1/1919,9/25/2008,1881 Sunset Cliffs Blvd,San Diego,San Diego,CA,92107
JPMorgan Chase Bank,0,Scripps Ranch Branch,4623,1/1/1919,9/25/2008,9994 Scripps Ranch Blvd,San Diego,San Diego,CA,92131
JPMorgan Chase Bank,0,Chestnut Street Branch,4624,1/1/1919,9/25/2008,2166 Chestnut Street,San Francisco,San Francisco,CA,94123
JPMorgan Chase Bank,0,Tulare Branch,4625,1/1/1919,9/25/2008,1079 East Prosperity Ave,Tulare,Tulare,CA,93274
JPMorgan Chase Bank,0,Chinatown Grant Branch,4626,6/30/1985,9/25/2008,1040 Grant Ave,San Francisco,San Francisco,CA,94133
JPMorgan Chase Bank,0,Esplanade Branch,4627,6/30/1985,9/25/2008,350 Esplanade Drive,Oxnard,Ventura,CA,93030
JPMorgan Chase Bank,0,Parkway Branch,4628,6/30/1985,9/25/2008,23703 Calabasas Road,Calabasas,Los Angeles,CA,91302
JPMorgan Chase Bank,0,Lake Worth Lake Ave Branch,4629,8/10/1937,9/25/2008,200 Lake Avenue,Lake Worth,Palm Beach,FL,33460
JPMorgan Chase Bank,0,Federal Branch,4630,8/10/1937,9/25/2008,901 South Federal Highway,Boynton Beach,Palm Beach,FL,33435
JPMorgan Chase Bank,0,Lantana Downtown Branch,4631,8/10/1937,9/25/2008,1300 W. Lantana Road,Lantana,Palm Beach,FL,33462
JPMorgan Chase Bank,0,Pga Blvd Branch,4632,8/10/1937,9/25/2008,2500 Pga Boulevard,Palm Beach Gardens,Palm Beach,FL,33410
JPMorgan Chase Bank,0,Lake Worth Road Branch,4633,6/30/1987,9/25/2008,6492 Lake Worth Road,Lake Worth,Palm Beach,FL,33463
JPMorgan Chase Bank,0,Lake Worth Main Branch,4634,8/10/1937,9/25/2008,2601 10th Avenue North,Lake Worth,Palm Beach,FL,33461
JPMorgan Chase Bank,0,Polo Branch,4635,8/10/1937,9/25/2008,930 South Military Trail,West Palm Beach,Palm Beach,FL,33415
JPMorgan Chase Bank,0,4470 Northlake Boulevard Branch,4636,8/10/1937,9/25/2008,4470 Northlake Boulevard,Palm Beach Gardens,Palm Beach,FL,33410
JPMorgan Chase Bank,0,Entrada Branch,4637,8/10/1937,9/25/2008,130 S. Entrada Avenue,Port Saint Lucie,St. Lucie,FL,34952
JPMorgan Chase Bank,0,Jupiter Branch,4639,8/10/1937,9/25/2008,101 North US Highway 1,Jupiter,Palm Beach,FL,33477
JPMorgan Chase Bank,0,Plantation Branch,4641,8/10/1937,9/25/2008,200 S. Pine Island Road,Plantation,Broward,FL,33324
JPMorgan Chase Bank,0,Boynton Beach Mall Branch,4642,6/30/1987,9/25/2008,555 N. Congress Avenue,Boynton Beach,Palm Beach,FL,33426
JPMorgan Chase Bank,0,Pacific Palasades Branch,4643,6/30/1987,9/25/2008,15200 Sunset Blvd,Pacific Palisades,Los Angeles,CA,90272
JPMorgan Chase Bank,0,Okeechobee Branch,4644,6/30/1987,9/25/2008,6835 Okeechobee Boulevard,West Palm Beach,Palm Beach,FL,33411
JPMorgan Chase Bank,0,Vero Beach 12 Street Branch,4645,6/30/1987,9/25/2008,1205 US Highway 1 South,Vero Beach,Indian River,FL,32960
JPMorgan Chase Bank,0,Stuart Monterrey Branch,4647,6/30/1987,9/25/2008,2280 South Federal Highway,Stuart,Martin,FL,34994
JPMorgan Chase Bank,0,Weston Road Branch,4648,6/30/1987,9/25/2008,"1040 Weston Road, Suite 100",Weston,Broward,FL,33326
JPMorgan Chase Bank,0,Deerfield Military Branch,4649,6/30/1987,9/25/2008,1031 S. Military Trail,Deerfield Beach,Broward,FL,33442
JPMorgan Chase Bank,0,Terra Nova Branch,4651,6/30/1988,9/25/2008,330 East H Street,Chula Vista,San Diego,CA,91910
JPMorgan Chase Bank,0,Rancho Penasquitos Branch,4652,6/30/1988,9/25/2008,13275 Black Mountain Road,San Diego,San Diego,CA,92129
JPMorgan Chase Bank,0,West Kendall Branch,4653,6/30/1988,9/25/2008,13745 S.W. 152nd Street,Miami,Miami-Dade,FL,33177
JPMorgan Chase Bank,0,Pompano Beach Branch,4654,6/30/1988,9/25/2008,2401 E. Atlantic Boulevard,Pompano Beach,Broward,FL,33062
JPMorgan Chase Bank,0,Florida Mall Branch,4655,6/30/1988,9/25/2008,1812 West Sand Lake Road,Orlando,Orange,FL,32809
JPMorgan Chase Bank,0,Oviedo Branch,4656,6/30/1988,9/25/2008,3 Alafaya Woods Boulevard,Oviedo,Seminole,FL,32765
JPMorgan Chase Bank,0,Country Club Hialeah Branch,4657,6/30/1988,9/25/2008,18575 N.W. 67th Street,Hialeah,Miami-Dade,FL,33015
JPMorgan Chase Bank,0,Pinecrest Branch,4658,7/1/1934,9/25/2008,10301 South Dixie Highway,Pinecrest,Miami-Dade,FL,33156
JPMorgan Chase Bank,0,Seventh Ave and 58st Branch,4659,7/1/1934,9/25/2008,5800 N.W. 7th Avenue,Miami,Miami-Dade,FL,33127
JPMorgan Chase Bank,0,Tamiami Branch,4660,7/1/1934,9/25/2008,1901 S.W. 8th Street,Miami,Miami-Dade,FL,33135
JPMorgan Chase Bank,0,North Miami 7th Ave Branch,4661,7/1/1934,9/25/2008,12600 N.W. 7th Avenue,North Miami,Miami-Dade,FL,33168
JPMorgan Chase Bank,0,Skylake Branch,4662,7/1/1934,9/25/2008,1790 N.E. Miami Gardens Drive,North Miami Beach,Miami-Dade,FL,33179
JPMorgan Chase Bank,0,Miami Lakes Branch,4663,7/1/1934,9/25/2008,14045 N.W. 67th Avenue,Miami Lakes,Miami-Dade,FL,33014
JPMorgan Chase Bank,0,Miramar Branch,4664,7/1/1934,9/25/2008,6860 Miramar Parkway,Miramar,Broward,FL,33023
JPMorgan Chase Bank,0,Sunny Isles Beach Branch,4665,7/1/1934,9/25/2008,17760 Collins Avenue,Sunny Isles Beach,Miami-Dade,FL,33160
JPMorgan Chase Bank,0,Laauderdale Lakes Branch,4666,7/1/1934,9/25/2008,4820 W. Oakland Park Boulevard,Lauderdale Lakes,Broward,FL,33313
JPMorgan Chase Bank,0,Colonial Plaza Branch,4667,7/1/1934,9/25/2008,2301 East Colonial Drive,Orlando,Orange,FL,32803
JPMorgan Chase Bank,0,Pine Hills Branch,4668,7/1/1934,9/25/2008,801 Deauville Drive,Orlando,Orange,FL,32808
JPMorgan Chase Bank,0,Casselberry Branch,4669,7/1/1934,9/25/2008,1395 Semoran Boulevard,Casselberry,Seminole,FL,32707
JPMorgan Chase Bank,0,Union Park Branch,4670,7/1/1934,9/25/2008,9505 East Colonial Drive,Orlando,Orange,FL,32817
JPMorgan Chase Bank,0,Miami Springs Branch,4671,7/1/1934,9/25/2008,4451 N.W. 36th Street,Miami Springs,Miami-Dade,FL,33166
JPMorgan Chase Bank,0,Alton Road Branch,4672,7/1/1934,9/25/2008,1801 Alton Road,Miami Beach,Miami-Dade,FL,33139
JPMorgan Chase Bank,0,Titusville Branch,4673,7/1/1934,9/25/2008,2700 South Washington Avenue,Titusville,Brevard,FL,32780
JPMorgan Chase Bank,0,Coral Gables Branch,4674,7/1/1934,9/25/2008,"355 Alhambra Circle, Suite 100",Coral Gables,Miami-Dade,FL,33134
JPMorgan Chase Bank,0,Merritt Island Branch,4675,7/1/1934,9/25/2008,760 East Merritt Island Causeway,Merritt Island,Brevard,FL,32952
JPMorgan Chase Bank,0,E. Hillsboro Boulevard Branch,4676,6/30/1985,9/25/2008,1100 East Hillsboro Road,Deerfield Beach,Broward,FL,33441
JPMorgan Chase Bank,0,West Timiami Branch,4677,6/30/1985,9/25/2008,8534 S.W. 8th Street,Miami,Miami-Dade,FL,33144
JPMorgan Chase Bank,0,Boca Raton Del Mar Branch,4678,6/30/1986,9/25/2008,22191 Powerline Road,Boca Raton,Palm Beach,FL,33433
JPMorgan Chase Bank,0,Surfside Branch,4679,6/30/1986,9/25/2008,9556 Harding Avenue,Surfside,Miami-Dade,FL,33154
JPMorgan Chase Bank,0,Lyons Branch,4680,6/30/1986,9/25/2008,8851 Glades Road,Boca Raton,Palm Beach,FL,33434
JPMorgan Chase Bank,0,Tamarac Branch,4681,6/30/1987,9/25/2008,6001 North University Dr,Tamarac,Broward,FL,33321
JPMorgan Chase Bank,0,Wekiva Springs Branch,4682,6/30/1987,9/25/2008,"971 North Sr 434, Suite 1155",Altamonte Springs,Seminole,FL,32714
JPMorgan Chase Bank,0,South Semoran Branch,4683,6/30/1987,9/25/2008,4530 Semoran Boulevard,Orlando,Orange,FL,32822
JPMorgan Chase Bank,0,Kendall Palms Branch,4684,6/30/1988,9/25/2008,11895 Sheri Lane,Miami,Miami-Dade,FL,33183
JPMorgan Chase Bank,0,Hammocks Branch,4685,6/30/1988,9/25/2008,15225 S.W. 104 Street,Miami,Miami-Dade,FL,33196
JPMorgan Chase Bank,0,Hialeah Branch,4686,6/30/1988,9/25/2008,1456 West 49th Street,Hialeah,Miami-Dade,FL,33012
JPMorgan Chase Bank,0,California Club Branch,4687,6/30/1988,9/25/2008,940 Ives Dairy Road,Miami,Miami-Dade,FL,33179
JPMorgan Chase Bank,0,Pembroke Pines Branch,4688,6/30/1988,9/25/2008,390 South Flamingo Road,Pembroke Pines,Broward,FL,33027
JPMorgan Chase Bank,0,Coconut Creek Branch,4689,6/30/1988,9/25/2008,4809 Coconut Creek Parkway,Coconut Creek,Broward,FL,33063
JPMorgan Chase Bank,0,Mission Bay Boca Raton Branch,4690,6/30/1988,9/25/2008,20441 State Road 7,Boca Raton,Palm Beach,FL,33498
JPMorgan Chase Bank,0,Pinewood Branch,4691,6/30/1988,9/25/2008,6350 Lantana Road,Lake Worth,Palm Beach,FL,33463
JPMorgan Chase Bank,0,Spanish River Branch,4692,1/1/1910,9/25/2008,3901 North Federal Highway,Boca Raton,Palm Beach,FL,33431
JPMorgan Chase Bank,0,Boca Raton Town Branch,4693,1/1/1910,9/25/2008,5950 Glades Road,Boca Raton,Palm Beach,FL,33431
JPMorgan Chase Bank,0,Dixie Branch,4695,1/1/1910,9/25/2008,7700 South Dixie Highway,West Palm Beach,Palm Beach,FL,33405
JPMorgan Chase Bank,0,Forest Hill West Palm Beach Branch,4696,1/1/1910,9/25/2008,4660 Forest Hill Boulevard,West Palm Beach,Palm Beach,FL,33415
JPMorgan Chase Bank,0,Coral Square Branch,4697,6/30/1985,9/25/2008,8975 West Atlantic Blvd,Coral Springs,Broward,FL,33071
JPMorgan Chase Bank,0,Wiinter Park Downtown Branch,4698,10/1/1934,9/25/2008,301 S. New York Avenue,Winter Park,Orange,FL,32789
JPMorgan Chase Bank,0,1870 Aloma Branch,4699,9/8/1955,9/25/2008,"1870 Aloma Avenue, Suite 100",Winter Park,Orange,FL,32789
JPMorgan Chase Bank,0,Maitland Branch,4700,9/8/1955,9/25/2008,431 E. Horatio Avenue #100,Maitland,Orange,FL,32751
JPMorgan Chase Bank,0,Altamonte Springs Branch,4701,9/8/1955,9/25/2008,500 E. Altamonte Drive,Altamonte Springs,Seminole,FL,32701
JPMorgan Chase Bank,0,West Los Angeles Branch,4702,1/1/1925,9/25/2008,11285 National Blvd,Los Angeles,Los Angeles,CA,90064
JPMorgan Chase Bank,0,Anaheim Hills Branch,4703,1/1/1925,9/25/2008,5791 East Santa Ana Canyon Road,Anaheim,Orange,CA,92807
JPMorgan Chase Bank,0,Camarillo Branch,4704,6/30/1986,9/25/2008,2300 Ponderosa Drive,Camarillo,Ventura,CA,93010
JPMorgan Chase Bank,0,Barranca Parkway Branch,4705,6/30/1988,9/25/2008,3978 Barranca Parkway,Irvine,Orange,CA,92606
JPMorgan Chase Bank,0,Apopka Branch,4706,1/1/1933,9/25/2008,1 East Main Street,Apopka,Orange,FL,32703
JPMorgan Chase Bank,0,Dixie Village 2710 S Orange Ave Bran,4707,1/1/1933,9/25/2008,2710 South Orange Avenue,Orlando,Orange,FL,32806
JPMorgan Chase Bank,0,Dover Shores Branch,4708,1/1/1933,9/25/2008,4444 Curry Ford Road,Orlando,Orange,FL,32812
JPMorgan Chase Bank,0,Edgewater Drive Branch,4709,1/1/1933,9/25/2008,2424 Edgewater Drive,Orlando,Orange,FL,32804
JPMorgan Chase Bank,0,Longwood Plaza Branch,4710,1/1/1933,9/25/2008,929 West Highway 434,Longwood,Seminole,FL,32750
JPMorgan Chase Bank,0,Dr Phillips Blvd Branch,4711,1/1/1933,9/25/2008,7674 Dr Phillips Boulevard,Orlando,Orange,FL,32819
JPMorgan Chase Bank,0,Cocoa Branch,4712,11/13/1951,9/25/2008,505 Brevard Avenue,Cocoa,Brevard,FL,32922
JPMorgan Chase Bank,0,Indian Harbour Beach Branch,4714,1/1/1933,9/25/2008,1922 Highway A1a,Indian Harbour Beach,Brevard,FL,32937
JPMorgan Chase Bank,0,5601 Red Bug Lake Rd Branch,4715,6/30/1985,9/25/2008,5601 Red Bug Lake Road,Winter Springs,Seminole,FL,32708
JPMorgan Chase Bank,0,Coral Way and 27th Branch,4716,12/1/1933,9/25/2008,2740 Coral Way,Coral Gables,Miami-Dade,FL,33145
JPMorgan Chase Bank,0,1400 NW 17th Avenue Branch,4717,12/1/1933,9/25/2008,1400 N.W. 17th Avenue,Miami,Miami-Dade,FL,33125
JPMorgan Chase Bank,0,North Miami 125 St Branch,4718,12/1/1933,9/25/2008,900 N.E. 125th Street,North Miami,Miami-Dade,FL,33161
JPMorgan Chase Bank,0,Biscayne Branch,4719,12/1/1933,9/25/2008,18235 Biscayne Blvd,Aventura,Miami-Dade,FL,33160
JPMorgan Chase Bank,0,Se 2nd Street Branch,4720,12/1/1933,9/25/2008,150 S.E. 2nd Street,Miami,Miami-Dade,FL,33131
JPMorgan Chase Bank,0,Palmetto Bay Branch,4721,12/1/1933,9/25/2008,15101 S. Dixie Highway,Miami,Miami-Dade,FL,33176
JPMorgan Chase Bank,0,Oakland Park Branch,4722,12/1/1933,9/25/2008,3201 N. Federal Highway,Oakland Park,Broward,FL,33306
JPMorgan Chase Bank,0,Miami Shores Branch,4723,12/1/1933,9/25/2008,9640 N.E. 2nd Avenue,Miami Shores,Miami-Dade,FL,33138
JPMorgan Chase Bank,0,Normandy Isle Branch,4724,12/1/1933,9/25/2008,1025 71st Street,Miami Beach,Miami-Dade,FL,33141
JPMorgan Chase Bank,0,Kendale Lakes Branch,4725,12/1/1933,9/25/2008,13701 S.W. 88th Street,Miami,Miami-Dade,FL,33186
JPMorgan Chase Bank,0,Biscayne Boulevard Branch,4726,12/1/1933,9/25/2008,19495 Biscayne Boulevard,Aventura,Miami-Dade,FL,33180
JPMorgan Chase Bank,0,Miami 199th St Branch,4727,12/1/1933,9/25/2008,175 N.W. 199th Street,Miami,Miami-Dade,FL,33169
JPMorgan Chase Bank,0,Dania Branch,4728,12/1/1933,9/25/2008,300 East Dania Beach Boulevard,Dania,Broward,FL,33004
